Genera,GS01_1,GS01_2,GS01_3,GS01_4,GS01_5,GS01_6,GS03_1,GS03_2,GS03_3,GS03_4,GS03_5,GS03_6,GS07_1,GS07_2,GS07_3,GS07_4,GS07_5,GS07_6,GS14_1,GS14_2,GS14_3,GS14_4,GS14_5,GS14_6,GS21_1,GS21_2,GS21_3,GS21_4,GS21_5,GS21_6,GS28_1,GS28_2,GS28_3,GS28_4,GS28_5,GS28_6,GS35_1,GS35_2,GS35_3,GS35_4,GS35_5,GS35_6
Pirellula,18,14,15,12,8,9,9,7,11,18,11,13,15,4,10,7,4,12,5,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0
Roseiflexaceae_genus,8,10,13,16,11,14,7,9,16,16,11,14,8,5,14,7,8,6,5,1,0,4,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,0
Pir4_lineage,13,16,13,16,14,14,10,7,7,8,10,7,7,2,7,12,6,8,6,0,2,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0
Pseudochrobactrum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,160,13,0
Tissierella,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,2,0,0,4,3,4,0,1,3,2,3,27,27,32,30,7,4,0,1,11,8
MND1,13,12,9,6,12,11,9,8,13,9,11,3,8,4,10,12,9,5,6,1,2,4,0,0,1,0,0,3,0,2,0,0,0,0,0,0,3,0,4,0,0,0
Flavobacterium,1,1,1,1,2,2,2,1,3,0,9,4,7,16,2,1,41,3,7,11,31,1,5,1,0,0,17,0,0,2,0,0,0,0,1,0,0,0,1,0,9,0
KD4-96_genus,11,6,16,10,14,7,9,9,11,9,8,10,8,5,9,4,2,6,8,0,3,7,1,0,0,0,0,1,1,1,0,0,0,0,2,0,1,0,1,0,1,0
Actinomarinales_genus,14,13,11,1,3,16,12,12,6,11,9,5,8,6,9,7,7,11,2,0,1,7,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Rokubacteriales_genus,9,7,20,14,11,10,5,17,5,5,11,7,6,6,5,9,8,6,2,1,1,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0
Skermanella,3,5,6,10,3,11,16,10,17,13,5,18,8,4,12,4,2,12,3,1,2,4,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Subgroup_10,8,4,9,9,2,16,12,11,16,11,10,11,7,3,6,5,5,15,2,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microscillaceae_genus,10,6,7,10,6,11,10,16,12,7,12,11,7,4,9,1,12,7,5,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Nocardioides,3,15,6,6,3,10,7,9,17,4,4,10,8,5,9,6,2,9,2,1,5,10,2,0,0,6,1,2,0,1,0,0,0,0,3,1,0,1,2,0,0,0
TRA3-20_genus,11,14,11,8,5,8,7,6,8,3,17,10,12,6,10,2,4,6,3,0,2,5,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0
Ardenticatenales_genus,11,12,12,8,10,5,11,13,2,8,10,5,12,4,4,10,9,9,2,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Streptomyces,7,7,7,2,8,8,3,5,3,3,5,1,10,9,8,6,6,6,4,2,3,9,2,1,0,1,3,7,0,3,0,1,0,0,0,4,1,2,14,1,1,1
Gaiella,19,4,13,6,5,15,9,10,10,4,7,6,4,4,9,6,2,6,3,0,1,2,1,0,1,0,1,1,0,2,0,0,1,0,1,0,0,0,2,0,0,1
Lysobacter,11,7,9,8,11,8,11,8,17,14,3,6,9,5,4,3,6,6,3,0,0,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Steroidobacter,9,11,11,11,2,9,8,9,8,14,8,12,3,3,3,8,6,8,6,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gaiellales_genus,11,8,15,5,8,15,6,8,7,7,7,6,6,2,5,6,4,9,4,0,0,3,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,2,0,0
Solirubrobacter,8,7,7,8,5,15,7,6,9,10,6,7,6,4,6,5,4,10,8,0,0,1,0,0,0,2,2,1,0,2,0,1,0,1,1,0,0,0,0,0,1,0
JG30-KF-CM45_genus,2,5,9,8,7,9,12,9,11,10,2,2,4,5,13,10,3,7,9,0,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0
Mycoavidus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,9,0,114,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Agromyces,7,2,10,4,6,11,4,2,5,10,6,6,2,3,5,4,4,5,1,1,2,5,0,1,1,6,8,2,0,6,0,0,0,0,2,1,1,4,4,0,0,3
Neobacillus,14,38,5,1,6,16,7,5,1,6,8,4,4,0,8,1,2,2,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ignatzschineria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0
Chryseolinea,5,3,11,12,9,4,10,8,9,7,7,17,4,6,3,7,4,7,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
TK10_genus,5,3,9,5,2,5,9,13,9,5,9,6,5,3,9,12,5,10,5,1,1,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paenibacillus,8,9,2,0,3,4,1,1,0,2,3,2,0,0,3,2,0,1,6,2,11,1,10,3,0,0,3,3,0,3,0,6,3,2,8,3,10,5,1,0,2,16
MB-A2-108_genus,6,8,4,6,4,18,5,7,0,6,14,5,5,8,5,5,4,4,3,0,0,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,3,0,1,1
Peribacillus,12,22,4,4,13,2,2,1,1,8,6,1,6,6,2,2,1,3,6,2,2,16,1,0,0,0,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0
Sphingomonas,16,3,9,7,2,5,12,6,11,6,6,9,2,2,12,3,7,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Paenarthrobacter,0,0,1,1,2,0,7,1,3,2,5,8,8,5,6,4,27,4,14,1,0,5,3,7,3,1,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,1
Gemmataceae_genus,7,4,9,7,3,11,3,6,6,6,4,6,7,10,9,8,2,2,4,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Pseudaminobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,5,3,19,1,1,15,7,0,1,0,8,11,2,21,7,0,5,6
Acinetobacter,0,0,0,0,0,0,0,3,0,1,0,0,1,21,0,65,5,0,0,4,0,0,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0
Microlunatus,6,8,7,8,2,11,7,3,7,8,7,2,4,3,2,5,3,10,3,0,0,3,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nitrospira,5,10,4,5,5,3,8,7,1,6,11,4,6,4,2,7,3,6,4,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0
SC-I-84_genus,6,2,9,6,3,7,6,4,6,8,1,10,8,4,5,6,6,3,6,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryobacter,5,5,6,5,6,9,3,8,15,5,2,6,5,3,4,2,1,10,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A4b_genus,6,6,11,10,6,9,1,7,3,1,6,5,5,3,7,5,5,6,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0319-7L14_genus,5,9,6,6,4,7,8,4,5,4,8,5,2,4,5,3,3,6,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microbacterium,2,5,2,2,1,2,3,0,4,1,2,2,4,10,7,4,3,5,5,2,3,2,0,2,0,3,2,0,0,1,1,0,0,0,3,14,1,0,0,1,1,0
Arenimicrobium,2,4,2,4,7,6,5,3,13,8,5,5,2,4,7,3,3,10,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pirellulaceae_genus,6,7,5,9,5,7,6,9,4,4,3,4,4,2,7,5,2,2,3,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Terrimonas,5,5,6,9,6,5,5,9,5,4,5,10,3,1,1,8,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S0134_terrestrial_group_genus,3,2,6,2,10,9,3,5,2,8,11,4,1,8,5,6,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flavisolibacter,3,2,3,7,3,9,5,4,7,6,3,12,4,3,4,5,3,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
